Tidal_Volume,Respiratory_Rate,FiO2,PEEP,PIP,Time,label,parameter
516,14,53,6,38,9,Malfunction,PIP
835,19,65,7,18,7,Malfunction,Tidal_Volume
653,13,50,8,28,1,Not malfunction,parameters are working correctly
537,15,29,7,24,8,Malfunction,FiO2
652,14,22,9,21,10,Malfunction,FiO2
480,20,50,9,26,1,Not malfunction,parameters are working correctly
584,19,46,5,36,6,Malfunction,PIP
552,16,51,10,28,4,Not malfunction,parameters are working correctly
650,16,54,5,25,3,Not malfunction,parameters are working correctly
945,12,54,8,24,8,Malfunction,Tidal_Volume
463,13,30,9,29,9,Malfunction,FiO2
518,8,46,6,24,8,Malfunction,Respiratory_Rate
696,14,52,6,25,5,Not malfunction,parameters are working correctly
581,13,47,6,29,4,Not malfunction,parameters are working correctly
537,16,29,9,21,7,Malfunction,FiO2
570,17,55,6,23,1,Not malfunction,parameters are working correctly
994,17,49,7,24,6,Malfunction,Tidal_Volume
601,18,41,10,24,4,Not malfunction,parameters are working correctly
542,15,40,6,27,3,Not malfunction,parameters are working correctly
494,16,28,7,23,6,Malfunction,FiO2
433,18,50,9,21,1,Not malfunction,parameters are working correctly
437,16,50,6,23,1,Not malfunction,parameters are working correctly
656,20,60,8,22,3,Not malfunction,parameters are working correctly
643,13,42,6,22,3,Not malfunction,parameters are working correctly
568,16,56,7,27,4,Not malfunction,parameters are working correctly
527,14,49,10,20,3,Not malfunction,parameters are working correctly
635,11,46,12,20,7,Malfunction,PEEP
640,13,50,9,20,3,Not malfunction,parameters are working correctly
552,14,40,10,21,5,Not malfunction,parameters are working correctly
582,12,59,7,26,3,Not malfunction,parameters are working correctly
662,16,55,5,29,5,Not malfunction,parameters are working correctly
467,18,40,9,27,2,Not malfunction,parameters are working correctly
678,17,45,10,29,1,Not malfunction,parameters are working correctly
457,10,46,7,26,7,Malfunction,Respiratory_Rate
554,16,50,9,38,9,Malfunction,PIP
478,11,49,7,22,9,Malfunction,Respiratory_Rate
441,15,47,6,40,9,Malfunction,PIP
502,19,56,6,20,3,Not malfunction,parameters are working correctly
577,20,43,9,27,4,Not malfunction,parameters are working correctly
611,14,45,6,30,1,Not malfunction,parameters are working correctly
858,17,53,7,29,7,Malfunction,Tidal_Volume
597,18,50,6,26,2,Not malfunction,parameters are working correctly
551,19,40,13,22,10,Malfunction,PEEP
414,13,59,9,27,1,Not malfunction,parameters are working correctly
541,14,54,9,29,3,Not malfunction,parameters are working correctly
571,8,47,7,24,10,Malfunction,Respiratory_Rate
474,14,59,8,29,5,Not malfunction,parameters are working correctly
454,13,27,8,24,8,Malfunction,FiO2
520,19,26,6,26,10,Malfunction,FiO2
566,14,21,7,28,9,Malfunction,FiO2
561,14,44,5,39,8,Malfunction,PIP
639,14,40,9,30,5,Not malfunction,parameters are working correctly
845,16,50,6,24,10,Malfunction,Tidal_Volume
607,13,52,9,37,8,Malfunction,PIP
642,16,41,8,20,3,Not malfunction,parameters are working correctly
951,17,51,6,24,9,Malfunction,Tidal_Volume
513,17,45,10,22,1,Not malfunction,parameters are working correctly
476,15,59,9,23,3,Not malfunction,parameters are working correctly
466,20,51,6,20,4,Not malfunction,parameters are working correctly
533,11,50,12,22,7,Malfunction,PEEP
573,8,46,8,26,9,Malfunction,Respiratory_Rate
885,14,54,7,26,7,Malfunction,Tidal_Volume
468,14,54,8,23,5,Not malfunction,parameters are working correctly
585,12,50,14,30,7,Malfunction,PEEP
513,17,20,9,24,8,Malfunction,FiO2
535,19,26,6,24,9,Malfunction,FiO2
565,13,47,5,23,5,Not malfunction,parameters are working correctly
521,13,40,7,24,3,Not malfunction,parameters are working correctly
479,13,20,8,22,6,Malfunction,FiO2
478,11,26,8,20,8,Malfunction,FiO2
553,17,51,5,23,4,Not malfunction,parameters are working correctly
700,19,59,7,22,2,Not malfunction,parameters are working correctly
446,15,49,15,20,9,Malfunction,PEEP
475,15,59,6,27,3,Not malfunction,parameters are working correctly
496,15,45,5,23,5,Not malfunction,parameters are working correctly
640,17,52,10,29,3,Not malfunction,parameters are working correctly
698,17,58,7,20,5,Not malfunction,parameters are working correctly
541,15,55,12,24,9,Malfunction,PEEP
669,17,52,9,21,3,Not malfunction,parameters are working correctly
540,12,54,9,23,3,Not malfunction,parameters are working correctly
506,15,22,6,24,8,Malfunction,FiO2
501,11,53,7,28,9,Malfunction,Respiratory_Rate
601,16,42,15,26,10,Malfunction,PEEP
552,12,23,5,29,9,Malfunction,FiO2
667,14,20,10,24,10,Malfunction,FiO2
698,15,50,7,24,1,Not malfunction,parameters are working correctly
590,18,40,9,20,5,Not malfunction,parameters are working correctly
480,13,57,7,21,1,Not malfunction,parameters are working correctly
508,19,40,6,28,5,Not malfunction,parameters are working correctly
661,9,50,5,26,10,Malfunction,Respiratory_Rate
515,13,49,14,25,6,Malfunction,PEEP
483,20,40,7,26,3,Not malfunction,parameters are working correctly
561,16,27,7,26,10,Malfunction,FiO2
691,20,55,10,30,4,Not malfunction,parameters are working correctly
526,16,47,9,23,4,Not malfunction,parameters are working correctly
588,17,47,15,23,10,Malfunction,PEEP
338,10,44,7,23,9,Malfunction,Respiratory_Rate
531,15,50,6,24,4,Not malfunction,parameters are working correctly
407,18,58,8,27,5,Not malfunction,parameters are working correctly
664,17,41,7,29,3,Not malfunction,parameters are working correctly
704,15,40,13,25,6,Malfunction,PEEP
456,16,48,9,27,1,Not malfunction,parameters are working correctly
642,18,44,8,22,2,Not malfunction,parameters are working correctly
482,16,56,9,20,3,Not malfunction,parameters are working correctly
522,19,40,12,23,6,Malfunction,PEEP
559,17,60,5,21,1,Not malfunction,parameters are working correctly
453,10,48,7,23,6,Malfunction,Respiratory_Rate
436,18,42,9,30,3,Not malfunction,parameters are working correctly
472,12,40,6,22,2,Not malfunction,parameters are working correctly
568,20,49,9,27,4,Not malfunction,parameters are working correctly
508,17,60,8,29,3,Not malfunction,parameters are working correctly
932,16,52,9,24,8,Malfunction,Tidal_Volume
488,15,46,6,40,7,Malfunction,PIP
540,15,53,9,37,7,Malfunction,PIP
465,12,45,8,23,5,Not malfunction,parameters are working correctly
571,18,49,13,26,9,Malfunction,PEEP
578,17,41,8,30,3,Not malfunction,parameters are working correctly
593,17,55,7,38,10,Malfunction,PIP
811,17,48,6,25,8,Malfunction,Tidal_Volume
645,18,57,7,22,2,Not malfunction,parameters are working correctly
454,17,55,10,30,2,Not malfunction,parameters are working correctly
572,17,24,5,23,10,Malfunction,FiO2
572,15,45,7,25,1,Not malfunction,parameters are working correctly
474,13,26,7,23,7,Malfunction,FiO2
540,18,53,7,39,10,Malfunction,PIP
475,17,59,9,28,5,Not malfunction,parameters are working correctly
555,15,24,7,25,10,Malfunction,FiO2
574,17,43,9,30,4,Not malfunction,parameters are working correctly
626,8,40,6,23,10,Malfunction,Respiratory_Rate
597,17,43,8,23,1,Not malfunction,parameters are working correctly
690,6,45,9,19,8,Malfunction,Respiratory_Rate
529,16,22,8,26,9,Malfunction,FiO2
632,13,51,8,35,7,Malfunction,PIP
599,16,47,14,25,10,Malfunction,PEEP
856,13,48,9,28,7,Malfunction,Tidal_Volume
865,17,55,7,21,8,Malfunction,Tidal_Volume
683,13,23,8,26,7,Malfunction,FiO2
630,17,53,8,20,4,Not malfunction,parameters are working correctly
585,13,59,5,28,2,Not malfunction,parameters are working correctly
648,13,46,7,35,9,Malfunction,PIP
488,15,20,10,24,6,Malfunction,FiO2
421,19,58,5,26,1,Not malfunction,parameters are working correctly
520,14,52,8,23,1,Not malfunction,parameters are working correctly
479,10,54,6,25,8,Malfunction,Respiratory_Rate
481,20,56,6,29,4,Not malfunction,parameters are working correctly
432,15,46,9,30,3,Not malfunction,parameters are working correctly
576,19,48,13,25,9,Malfunction,PEEP
807,15,58,7,26,7,Malfunction,Tidal_Volume
438,17,47,7,26,4,Not malfunction,parameters are working correctly
679,17,54,8,26,2,Not malfunction,parameters are working correctly
904,15,42,6,26,9,Malfunction,Tidal_Volume
598,15,20,6,23,10,Malfunction,FiO2
574,19,58,7,27,2,Not malfunction,parameters are working correctly
486,12,47,14,25,9,Malfunction,PEEP
484,6,58,8,25,9,Malfunction,Respiratory_Rate
414,17,49,9,27,5,Not malfunction,parameters are working correctly
559,5,43,7,26,6,Malfunction,Respiratory_Rate
706,17,50,15,26,8,Malfunction,PEEP
521,15,51,13,21,7,Malfunction,PEEP
543,6,44,9,32,9,Malfunction,Respiratory_Rate
527,5,52,8,23,8,Malfunction,Respiratory_Rate
556,18,52,6,36,7,Malfunction,PIP
631,17,56,8,20,5,Not malfunction,parameters are working correctly
494,11,51,9,21,6,Malfunction,Respiratory_Rate
491,17,49,5,24,2,Not malfunction,parameters are working correctly
564,8,44,9,27,9,Malfunction,Respiratory_Rate
536,14,57,8,26,4,Not malfunction,parameters are working correctly
948,15,53,6,19,7,Malfunction,Tidal_Volume
639,16,24,6,28,10,Malfunction,FiO2
583,14,45,7,36,10,Malfunction,PIP
495,18,25,7,28,9,Malfunction,FiO2
435,19,45,10,21,2,Not malfunction,parameters are working correctly
621,8,48,6,24,6,Malfunction,Respiratory_Rate
619,19,52,6,20,1,Not malfunction,parameters are working correctly
945,14,56,6,24,9,Malfunction,Tidal_Volume
496,14,47,7,35,8,Malfunction,PIP
879,18,50,8,26,8,Malfunction,Tidal_Volume
633,7,43,6,27,10,Malfunction,Respiratory_Rate
438,12,51,8,27,4,Not malfunction,parameters are working correctly
491,17,50,9,23,3,Not malfunction,parameters are working correctly
413,18,55,12,23,10,Malfunction,PEEP
920,18,50,8,23,6,Malfunction,Tidal_Volume
498,17,50,8,39,6,Malfunction,PIP
536,15,23,8,22,6,Malfunction,FiO2
636,20,53,5,22,5,Not malfunction,parameters are working correctly
678,10,47,7,40,9,Malfunction,PIP
525,13,45,10,21,5,Not malfunction,parameters are working correctly
468,13,50,6,26,3,Not malfunction,parameters are working correctly
536,17,45,10,28,5,Not malfunction,parameters are working correctly
620,18,42,6,40,6,Malfunction,PIP
679,16,57,7,21,3,Not malfunction,parameters are working correctly
527,7,52,8,24,8,Malfunction,Respiratory_Rate
572,16,58,8,21,1,Not malfunction,parameters are working correctly
488,12,60,6,24,2,Not malfunction,parameters are working correctly
525,20,46,5,22,1,Not malfunction,parameters are working correctly
635,13,55,10,24,4,Not malfunction,parameters are working correctly
582,18,25,8,26,9,Malfunction,FiO2
500,18,45,15,25,10,Malfunction,PEEP
433,12,56,9,23,5,Not malfunction,parameters are working correctly
592,14,22,9,27,9,Malfunction,FiO2
669,16,47,10,29,3,Not malfunction,parameters are working correctly
593,20,47,7,22,3,Not malfunction,parameters are working correctly
618,12,40,9,28,5,Not malfunction,parameters are working correctly
640,15,59,10,21,3,Not malfunction,parameters are working correctly
700,14,44,7,26,1,Not malfunction,parameters are working correctly
653,9,50,8,26,7,Malfunction,Respiratory_Rate
514,13,43,8,26,2,Not malfunction,parameters are working correctly
470,12,43,7,23,4,Not malfunction,parameters are working correctly
583,14,56,13,28,10,Malfunction,PEEP
471,13,55,9,22,1,Not malfunction,parameters are working correctly
657,13,49,8,21,1,Not malfunction,parameters are working correctly
517,17,48,15,29,9,Malfunction,PEEP
481,14,24,7,25,9,Malfunction,FiO2
582,13,53,12,29,7,Malfunction,PEEP
430,12,52,10,23,2,Not malfunction,parameters are working correctly
624,18,45,7,22,3,Not malfunction,parameters are working correctly
688,12,59,6,30,2,Not malfunction,parameters are working correctly
454,12,53,8,29,4,Not malfunction,parameters are working correctly
977,18,44,7,23,9,Malfunction,Tidal_Volume
532,18,52,5,38,6,Malfunction,PIP
483,19,42,6,23,5,Not malfunction,parameters are working correctly
410,19,58,9,29,1,Not malfunction,parameters are working correctly
473,15,41,8,29,5,Not malfunction,parameters are working correctly
594,19,53,8,28,1,Not malfunction,parameters are working correctly
599,15,56,10,23,5,Not malfunction,parameters are working correctly
392,14,46,9,40,9,Malfunction,PIP
451,13,26,7,25,6,Malfunction,FiO2
536,5,51,8,22,10,Malfunction,Respiratory_Rate
670,17,51,13,26,7,Malfunction,PEEP
891,17,51,8,28,8,Malfunction,Tidal_Volume
526,16,30,8,24,6,Malfunction,FiO2
451,14,55,8,24,5,Not malfunction,parameters are working correctly
436,17,58,5,30,2,Not malfunction,parameters are working correctly
927,16,50,4,21,10,Malfunction,Tidal_Volume
562,14,53,13,23,8,Malfunction,PEEP
406,14,44,7,39,9,Malfunction,PIP
595,14,59,8,27,1,Not malfunction,parameters are working correctly
658,17,52,6,25,2,Not malfunction,parameters are working correctly
484,17,49,4,37,8,Malfunction,PIP
444,20,40,6,29,4,Not malfunction,parameters are working correctly
606,12,52,9,26,2,Not malfunction,parameters are working correctly
622,7,42,7,29,9,Malfunction,Respiratory_Rate
517,6,45,8,22,10,Malfunction,Respiratory_Rate
569,20,44,6,26,4,Not malfunction,parameters are working correctly
406,19,59,6,29,2,Not malfunction,parameters are working correctly
604,9,49,7,26,6,Malfunction,Respiratory_Rate
615,14,50,15,22,10,Malfunction,PEEP
578,12,54,9,28,5,Not malfunction,parameters are working correctly
686,14,45,6,24,1,Not malfunction,parameters are working correctly
494,15,47,13,22,6,Malfunction,PEEP
595,19,46,10,22,4,Not malfunction,parameters are working correctly
609,17,53,10,30,5,Not malfunction,parameters are working correctly
544,16,45,6,28,3,Not malfunction,parameters are working correctly
528,14,46,8,30,5,Not malfunction,parameters are working correctly
551,7,46,8,23,7,Malfunction,Respiratory_Rate
586,15,41,10,22,2,Not malfunction,parameters are working correctly
471,17,45,6,30,3,Not malfunction,parameters are working correctly
492,10,48,9,20,6,Malfunction,Respiratory_Rate
980,15,56,6,21,8,Malfunction,Tidal_Volume
816,15,52,6,24,7,Malfunction,Tidal_Volume
701,7,51,7,26,8,Malfunction,Respiratory_Rate
475,14,48,9,29,5,Not malfunction,parameters are working correctly
517,17,58,6,36,10,Malfunction,PIP
447,9,47,7,23,8,Malfunction,Respiratory_Rate
926,13,57,8,24,7,Malfunction,Tidal_Volume
810,14,53,10,22,10,Malfunction,Tidal_Volume
519,14,51,6,40,8,Malfunction,PIP
416,6,53,7,24,7,Malfunction,Respiratory_Rate
512,18,52,5,22,4,Not malfunction,parameters are working correctly
409,12,47,5,22,3,Not malfunction,parameters are working correctly
418,20,53,9,27,2,Not malfunction,parameters are working correctly
723,15,50,13,24,8,Malfunction,PEEP
590,5,57,7,24,10,Malfunction,Respiratory_Rate
659,19,37,13,25,8,Malfunction,PEEP
478,16,46,7,20,3,Not malfunction,parameters are working correctly
518,13,54,6,30,4,Not malfunction,parameters are working correctly
604,16,45,6,23,2,Not malfunction,parameters are working correctly
440,18,45,5,23,3,Not malfunction,parameters are working correctly
561,8,46,6,24,7,Malfunction,Respiratory_Rate
515,18,47,7,36,10,Malfunction,PIP
592,15,56,9,28,2,Not malfunction,parameters are working correctly
583,14,48,7,38,8,Malfunction,PIP
506,14,48,6,27,4,Not malfunction,parameters are working correctly
454,18,55,9,23,5,Not malfunction,parameters are working correctly
652,14,23,7,22,7,Malfunction,FiO2
890,17,48,10,21,7,Malfunction,Tidal_Volume
606,16,58,13,25,7,Malfunction,PEEP
929,16,47,10,27,10,Malfunction,Tidal_Volume
417,15,55,8,30,3,Not malfunction,parameters are working correctly
656,19,43,10,29,3,Not malfunction,parameters are working correctly
411,13,46,9,20,1,Not malfunction,parameters are working correctly
610,14,52,12,25,10,Malfunction,PEEP
652,18,53,6,38,9,Malfunction,PIP
581,14,46,8,21,2,Not malfunction,parameters are working correctly
564,18,48,8,25,3,Not malfunction,parameters are working correctly
650,16,57,5,22,5,Not malfunction,parameters are working correctly
557,12,47,13,20,6,Malfunction,PEEP
659,20,55,8,20,1,Not malfunction,parameters are working correctly
628,10,50,7,26,10,Malfunction,Respiratory_Rate
483,20,58,7,28,3,Not malfunction,parameters are working correctly
671,7,52,7,24,8,Malfunction,Respiratory_Rate
449,12,49,8,28,5,Not malfunction,parameters are working correctly
444,15,52,8,35,10,Malfunction,PIP
635,20,58,6,23,5,Not malfunction,parameters are working correctly
444,14,48,6,36,6,Malfunction,PIP
546,9,42,8,22,7,Malfunction,Respiratory_Rate
641,17,45,5,37,7,Malfunction,PIP
684,15,55,15,21,9,Malfunction,PEEP
639,20,40,6,27,1,Not malfunction,parameters are working correctly
459,17,49,9,22,5,Not malfunction,parameters are working correctly
895,16,49,5,29,10,Malfunction,Tidal_Volume
544,17,20,8,23,6,Malfunction,FiO2
622,16,50,6,40,6,Malfunction,PIP
511,17,23,7,25,8,Malfunction,FiO2
420,12,45,5,21,4,Not malfunction,parameters are working correctly
551,10,50,6,23,9,Malfunction,Respiratory_Rate
454,17,51,6,23,1,Not malfunction,parameters are working correctly
594,19,58,7,20,4,Not malfunction,parameters are working correctly
533,18,57,10,22,2,Not malfunction,parameters are working correctly
588,20,43,7,22,2,Not malfunction,parameters are working correctly
647,6,40,7,23,8,Malfunction,Respiratory_Rate
882,16,49,5,20,7,Malfunction,Tidal_Volume
408,13,51,8,24,1,Not malfunction,parameters are working correctly
474,13,43,9,21,5,Not malfunction,parameters are working correctly
447,12,59,5,24,2,Not malfunction,parameters are working correctly
536,17,49,7,36,8,Malfunction,PIP
529,19,49,7,24,5,Not malfunction,parameters are working correctly
457,15,50,12,25,8,Malfunction,PEEP
529,19,54,7,22,4,Not malfunction,parameters are working correctly
613,17,47,4,38,8,Malfunction,PIP
624,12,56,15,20,9,Malfunction,PEEP
636,13,50,6,22,5,Not malfunction,parameters are working correctly
469,15,51,10,29,1,Not malfunction,parameters are working correctly
580,15,49,8,40,9,Malfunction,PIP
585,13,56,8,35,7,Malfunction,PIP
510,17,24,8,21,10,Malfunction,FiO2
666,7,53,6,24,6,Malfunction,Respiratory_Rate
539,12,49,7,37,9,Malfunction,PIP
496,19,47,10,30,5,Not malfunction,parameters are working correctly
627,17,49,6,24,4,Not malfunction,parameters are working correctly
632,11,59,8,25,6,Malfunction,Respiratory_Rate
506,12,50,6,23,1,Not malfunction,parameters are working correctly
560,10,53,5,25,8,Malfunction,Respiratory_Rate
472,20,43,8,28,4,Not malfunction,parameters are working correctly
441,6,47,7,26,6,Malfunction,Respiratory_Rate
495,18,49,15,23,6,Malfunction,PEEP
459,19,41,10,21,3,Not malfunction,parameters are working correctly
925,18,45,7,24,8,Malfunction,Tidal_Volume
521,14,43,13,26,6,Malfunction,PEEP
817,17,47,6,28,9,Malfunction,Tidal_Volume
624,15,44,14,23,8,Malfunction,PEEP
468,12,45,6,36,9,Malfunction,PIP
512,17,51,5,39,10,Malfunction,PIP
456,20,52,8,21,2,Not malfunction,parameters are working correctly
612,16,40,10,23,3,Not malfunction,parameters are working correctly
417,14,47,8,40,7,Malfunction,PIP
837,14,48,4,22,7,Malfunction,Tidal_Volume
645,15,46,7,35,6,Malfunction,PIP
614,11,44,6,25,7,Malfunction,Respiratory_Rate
568,13,20,7,24,7,Malfunction,FiO2
458,17,57,7,24,4,Not malfunction,parameters are working correctly
902,15,46,7,27,8,Malfunction,Tidal_Volume
671,13,56,9,21,4,Not malfunction,parameters are working correctly
586,13,57,9,20,4,Not malfunction,parameters are working correctly
589,7,55,8,22,8,Malfunction,Respiratory_Rate
396,15,28,8,23,6,Malfunction,FiO2
528,12,28,4,26,10,Malfunction,FiO2
934,16,57,9,21,6,Malfunction,Tidal_Volume
674,18,54,8,22,2,Not malfunction,parameters are working correctly
419,20,45,9,23,3,Not malfunction,parameters are working correctly
418,19,43,6,23,5,Not malfunction,parameters are working correctly
529,14,22,7,22,9,Malfunction,FiO2
478,12,48,8,23,5,Not malfunction,parameters are working correctly
811,18,45,8,23,10,Malfunction,Tidal_Volume
581,19,43,14,24,6,Malfunction,PEEP
622,15,49,5,37,6,Malfunction,PIP
587,11,49,9,25,9,Malfunction,Respiratory_Rate
517,14,49,6,22,2,Not malfunction,parameters are working correctly
603,18,54,9,37,7,Malfunction,PIP
673,12,41,5,24,5,Not malfunction,parameters are working correctly
571,16,52,6,25,2,Not malfunction,parameters are working correctly
850,17,47,6,25,6,Malfunction,Tidal_Volume
435,13,57,8,26,1,Not malfunction,parameters are working correctly
587,17,48,6,37,7,Malfunction,PIP
594,16,58,13,25,6,Malfunction,PEEP
678,17,57,8,30,4,Not malfunction,parameters are working correctly
587,20,46,5,26,4,Not malfunction,parameters are working correctly
896,16,52,9,25,7,Malfunction,Tidal_Volume
622,16,52,14,23,7,Malfunction,PEEP
536,17,53,15,23,10,Malfunction,PEEP
533,12,46,8,39,6,Malfunction,PIP
589,14,56,9,24,1,Not malfunction,parameters are working correctly
594,12,48,10,24,3,Not malfunction,parameters are working correctly
598,14,44,7,40,10,Malfunction,PIP
658,20,53,10,23,5,Not malfunction,parameters are working correctly
487,11,46,6,25,8,Malfunction,Respiratory_Rate
942,13,50,8,25,6,Malfunction,Tidal_Volume
568,18,60,10,30,1,Not malfunction,parameters are working correctly
416,20,40,5,22,1,Not malfunction,parameters are working correctly
429,17,54,6,27,5,Not malfunction,parameters are working correctly
528,12,49,6,40,8,Malfunction,PIP
600,15,55,10,21,2,Not malfunction,parameters are working correctly
617,17,46,15,25,10,Malfunction,PEEP
680,19,58,7,28,3,Not malfunction,parameters are working correctly
552,20,60,9,20,4,Not malfunction,parameters are working correctly
552,17,25,9,25,6,Malfunction,FiO2
478,16,44,8,36,9,Malfunction,PIP
605,15,52,14,26,8,Malfunction,PEEP
644,17,46,8,38,7,Malfunction,PIP
622,15,51,5,29,1,Not malfunction,parameters are working correctly
478,17,59,5,26,1,Not malfunction,parameters are working correctly
460,11,56,8,27,8,Malfunction,Respiratory_Rate
433,20,51,5,24,3,Not malfunction,parameters are working correctly
531,16,46,14,21,10,Malfunction,PEEP
564,15,24,5,25,8,Malfunction,FiO2
672,18,53,13,27,8,Malfunction,PEEP
605,15,26,8,24,9,Malfunction,FiO2
532,14,51,9,28,3,Not malfunction,parameters are working correctly
627,19,42,6,25,1,Not malfunction,parameters are working correctly
483,13,50,8,28,4,Not malfunction,parameters are working correctly
448,16,47,8,22,3,Not malfunction,parameters are working correctly
439,12,52,8,29,1,Not malfunction,parameters are working correctly
513,14,45,8,22,3,Not malfunction,parameters are working correctly
996,16,48,7,24,8,Malfunction,Tidal_Volume
571,13,24,8,21,6,Malfunction,FiO2
980,13,49,8,28,6,Malfunction,Tidal_Volume
487,11,56,5,27,7,Malfunction,Respiratory_Rate
687,12,56,8,28,5,Not malfunction,parameters are working correctly
537,12,48,6,27,2,Not malfunction,parameters are working correctly
474,16,24,8,23,9,Malfunction,FiO2
457,20,55,9,22,5,Not malfunction,parameters are working correctly
540,17,41,7,26,4,Not malfunction,parameters are working correctly
576,17,27,7,24,10,Malfunction,FiO2
516,17,59,6,26,2,Not malfunction,parameters are working correctly
501,16,60,5,29,2,Not malfunction,parameters are working correctly
963,15,60,6,28,7,Malfunction,Tidal_Volume
536,16,56,8,30,3,Not malfunction,parameters are working correctly
508,9,48,6,26,9,Malfunction,Respiratory_Rate
652,16,48,7,27,5,Not malfunction,parameters are working correctly
522,15,47,6,38,6,Malfunction,PIP
917,17,46,5,24,8,Malfunction,Tidal_Volume
621,13,52,15,27,9,Malfunction,PEEP
442,15,44,8,37,8,Malfunction,PIP
656,19,41,7,30,4,Not malfunction,parameters are working correctly
545,8,47,8,23,10,Malfunction,Respiratory_Rate
505,18,49,8,27,1,Not malfunction,parameters are working correctly
561,14,50,12,27,9,Malfunction,PEEP
402,18,41,14,24,10,Malfunction,PEEP
554,14,48,12,24,6,Malfunction,PEEP
886,15,53,8,25,10,Malfunction,Tidal_Volume
530,13,58,8,35,10,Malfunction,PIP
440,11,57,7,27,9,Malfunction,Respiratory_Rate
499,15,42,5,26,4,Not malfunction,parameters are working correctly
846,14,53,5,20,8,Malfunction,Tidal_Volume
896,17,53,7,23,7,Malfunction,Tidal_Volume
440,15,48,14,22,8,Malfunction,PEEP
683,13,51,6,25,5,Not malfunction,parameters are working correctly
539,15,47,12,21,10,Malfunction,PEEP
485,15,46,10,27,4,Not malfunction,parameters are working correctly
426,18,53,7,28,3,Not malfunction,parameters are working correctly
538,15,46,7,39,6,Malfunction,PIP
987,16,56,6,27,8,Malfunction,Tidal_Volume
519,17,25,7,26,10,Malfunction,FiO2
496,11,57,7,26,6,Malfunction,Respiratory_Rate
661,14,59,9,29,2,Not malfunction,parameters are working correctly
633,18,52,7,30,1,Not malfunction,parameters are working correctly
659,13,58,6,21,3,Not malfunction,parameters are working correctly
434,13,56,9,30,5,Not malfunction,parameters are working correctly
586,9,48,7,25,9,Malfunction,Respiratory_Rate
430,17,45,6,36,6,Malfunction,PIP
817,16,50,8,22,6,Malfunction,Tidal_Volume
673,15,59,8,28,3,Not malfunction,parameters are working correctly
619,15,21,10,26,10,Malfunction,FiO2
573,14,52,5,28,5,Not malfunction,parameters are working correctly
581,16,20,8,25,10,Malfunction,FiO2
702,10,45,7,22,6,Malfunction,Respiratory_Rate
443,8,54,7,29,8,Malfunction,Respiratory_Rate
499,14,55,9,26,1,Not malfunction,parameters are working correctly
550,20,54,8,28,5,Not malfunction,parameters are working correctly
634,15,46,10,20,4,Not malfunction,parameters are working correctly
554,15,56,7,39,6,Malfunction,PIP
401,17,54,6,27,5,Not malfunction,parameters are working correctly
417,18,24,5,26,8,Malfunction,FiO2
661,12,57,6,29,4,Not malfunction,parameters are working correctly
574,16,43,10,27,1,Not malfunction,parameters are working correctly
430,16,20,7,24,8,Malfunction,FiO2
812,15,47,6,23,6,Malfunction,Tidal_Volume
532,13,43,7,30,4,Not malfunction,parameters are working correctly
555,12,57,8,27,4,Not malfunction,parameters are working correctly
427,20,59,5,22,2,Not malfunction,parameters are working correctly
679,19,46,7,30,1,Not malfunction,parameters are working correctly
450,18,49,6,21,1,Not malfunction,parameters are working correctly
662,19,40,8,29,5,Not malfunction,parameters are working correctly
524,15,60,10,27,2,Not malfunction,parameters are working correctly
421,12,56,6,24,5,Not malfunction,parameters are working correctly
494,18,54,8,28,4,Not malfunction,parameters are working correctly
618,17,53,7,37,10,Malfunction,PIP
545,12,47,5,21,1,Not malfunction,parameters are working correctly
632,17,59,9,21,3,Not malfunction,parameters are working correctly
537,17,47,14,23,10,Malfunction,PEEP
633,19,43,10,24,5,Not malfunction,parameters are working correctly
596,17,40,10,23,3,Not malfunction,parameters are working correctly
502,20,59,8,24,3,Not malfunction,parameters are working correctly
437,9,45,7,22,7,Malfunction,Respiratory_Rate
558,10,52,6,25,6,Malfunction,Respiratory_Rate
486,5,53,8,24,8,Malfunction,Respiratory_Rate
553,8,56,7,22,8,Malfunction,Respiratory_Rate
562,16,54,6,28,4,Not malfunction,parameters are working correctly
686,14,47,6,29,4,Not malfunction,parameters are working correctly
512,20,41,8,20,2,Not malfunction,parameters are working correctly
666,14,48,9,25,3,Not malfunction,parameters are working correctly
647,15,58,6,21,2,Not malfunction,parameters are working correctly
443,20,57,7,24,3,Not malfunction,parameters are working correctly
528,18,26,8,20,6,Malfunction,FiO2
453,17,28,5,30,7,Malfunction,FiO2
855,14,39,7,31,8,Malfunction,Tidal_Volume
545,15,45,8,36,7,Malfunction,PIP
698,16,52,8,28,2,Not malfunction,parameters are working correctly
649,14,46,9,26,3,Not malfunction,parameters are working correctly
520,16,26,7,23,6,Malfunction,FiO2
533,18,52,12,24,10,Malfunction,PEEP
672,16,40,6,22,4,Not malfunction,parameters are working correctly
593,17,51,9,22,5,Not malfunction,parameters are working correctly
547,11,49,7,25,7,Malfunction,Respiratory_Rate
464,12,58,10,29,3,Not malfunction,parameters are working correctly
644,13,42,6,30,3,Not malfunction,parameters are working correctly
534,19,49,7,28,5,Not malfunction,parameters are working correctly
697,19,58,5,23,2,Not malfunction,parameters are working correctly
694,16,53,5,23,5,Not malfunction,parameters are working correctly
585,16,20,6,22,8,Malfunction,FiO2
640,13,54,10,28,3,Not malfunction,parameters are working correctly
