Magnetic_Field_Strength,Gradient_Strength,RF_Power,Pulse_Sequence,Scan_Duration,Time,label,parameter
1,24,197,5,56,1,Not malfunction,parameters are working correctly
1,24,192,2,42,5,Not malfunction,parameters are working correctly
1,26,221,3,22,9,Malfunction,RF_Power
3,28,167,2,38,3,Not malfunction,parameters are working correctly
1,28,68,4,36,4,Not malfunction,parameters are working correctly
2,31,112,2,74,9,Malfunction,Scan_Duration
1,20,191,3,29,2,Not malfunction,parameters are working correctly
1,14,192,2,35,1,Not malfunction,parameters are working correctly
1,19,144,8,64,6,Malfunction,Pulse_Sequence
2,22,228,2,36,10,Malfunction,RF_Power
3,29,170,1,39,1,Not malfunction,parameters are working correctly
1,28,91,5,36,3,Not malfunction,parameters are working correctly
1,16,228,1,34,9,Malfunction,RF_Power
1,23,166,4,16,2,Not malfunction,parameters are working correctly
2,21,213,4,39,6,Malfunction,RF_Power
3,25,134,2,24,4,Not malfunction,parameters are working correctly
4,21,174,2,27,6,Malfunction,Magnetic_Field_Strength
1,27,188,2,58,5,Not malfunction,parameters are working correctly
3,30,147,2,34,1,Not malfunction,parameters are working correctly
1,19,143,1,52,2,Not malfunction,parameters are working correctly
2,37,98,2,31,9,Malfunction,Gradient_Strength
1,15,71,7,23,10,Malfunction,Pulse_Sequence
2,22,142,2,83,8,Malfunction,Scan_Duration
2,18,228,5,43,8,Malfunction,RF_Power
5,23,104,2,37,6,Malfunction,Magnetic_Field_Strength
2,18,177,5,24,5,Not malfunction,parameters are working correctly
3,12,59,5,20,3,Not malfunction,parameters are working correctly
2,17,127,1,79,7,Malfunction,Scan_Duration
1,21,248,4,16,9,Malfunction,RF_Power
5,23,127,2,38,8,Malfunction,Magnetic_Field_Strength
3,19,116,5,18,1,Not malfunction,parameters are working correctly
1,20,94,4,72,6,Malfunction,Scan_Duration
1,15,195,3,47,1,Not malfunction,parameters are working correctly
2,14,102,4,56,1,Not malfunction,parameters are working correctly
2,15,71,5,36,4,Not malfunction,parameters are working correctly
4,16,124,3,38,9,Malfunction,Magnetic_Field_Strength
6,20,129,2,27,7,Malfunction,Magnetic_Field_Strength
2,19,202,8,20,7,Malfunction,Pulse_Sequence
3,19,142,3,71,9,Malfunction,Scan_Duration
1,17,182,2,84,8,Malfunction,Scan_Duration
2,19,145,1,47,2,Not malfunction,parameters are working correctly
1,19,130,6,27,6,Malfunction,Pulse_Sequence
1,20,69,4,84,7,Malfunction,Scan_Duration
3,18,171,2,21,3,Not malfunction,parameters are working correctly
1,18,77,7,29,8,Malfunction,Pulse_Sequence
1,28,218,1,46,6,Malfunction,RF_Power
1,10,63,2,31,1,Not malfunction,parameters are working correctly
0,21,49,4,83,9,Malfunction,Scan_Duration
1,35,216,4,41,6,Malfunction,Gradient_Strength
3,17,61,4,37,2,Not malfunction,parameters are working correctly
2,22,213,3,10,8,Malfunction,RF_Power
1,16,98,7,57,9,Malfunction,Pulse_Sequence
2,38,106,3,27,7,Malfunction,Gradient_Strength
1,25,241,1,40,7,Malfunction,RF_Power
2,23,212,6,-3,9,Malfunction,Pulse_Sequence
4,15,109,2,23,6,Malfunction,Magnetic_Field_Strength
1,17,59,1,51,5,Not malfunction,parameters are working correctly
1,15,210,2,60,7,Malfunction,RF_Power
1,11,123,4,26,3,Not malfunction,parameters are working correctly
2,13,198,1,41,4,Not malfunction,parameters are working correctly
3,10,90,5,22,4,Not malfunction,parameters are working correctly
2,19,115,6,40,8,Malfunction,Pulse_Sequence
3,28,61,1,45,4,Not malfunction,parameters are working correctly
2,29,195,4,59,2,Not malfunction,parameters are working correctly
2,17,157,1,46,3,Not malfunction,parameters are working correctly
3,21,56,4,21,1,Not malfunction,parameters are working correctly
2,14,133,2,35,5,Not malfunction,parameters are working correctly
1,29,148,1,27,4,Not malfunction,parameters are working correctly
3,16,83,2,43,5,Not malfunction,parameters are working correctly
1,38,79,3,35,8,Malfunction,Gradient_Strength
2,17,220,3,52,9,Malfunction,RF_Power
1,14,51,4,18,3,Not malfunction,parameters are working correctly
3,17,100,5,17,1,Not malfunction,parameters are working correctly
2,14,243,3,33,6,Malfunction,RF_Power
2,10,169,2,57,5,Not malfunction,parameters are working correctly
3,11,99,5,35,5,Not malfunction,parameters are working correctly
5,20,88,2,47,8,Malfunction,Magnetic_Field_Strength
1,30,136,4,36,5,Not malfunction,parameters are working correctly
2,18,40,8,53,7,Malfunction,Pulse_Sequence
1,12,135,3,60,1,Not malfunction,parameters are working correctly
2,23,53,4,15,1,Not malfunction,parameters are working correctly
1,17,177,5,38,4,Not malfunction,parameters are working correctly
6,16,135,1,34,10,Malfunction,Magnetic_Field_Strength
1,19,161,8,40,10,Malfunction,Pulse_Sequence
3,10,141,5,39,4,Not malfunction,parameters are working correctly
1,10,69,5,54,3,Not malfunction,parameters are working correctly
2,24,245,3,31,8,Malfunction,RF_Power
3,21,123,4,54,5,Not malfunction,parameters are working correctly
2,27,170,3,33,5,Not malfunction,parameters are working correctly
4,14,164,2,22,10,Malfunction,Magnetic_Field_Strength
1,25,187,5,44,5,Not malfunction,parameters are working correctly
2,24,149,4,27,4,Not malfunction,parameters are working correctly
3,26,130,5,42,1,Not malfunction,parameters are working correctly
2,16,238,1,52,7,Malfunction,RF_Power
1,38,106,4,14,9,Malfunction,Gradient_Strength
1,36,66,1,44,6,Malfunction,Gradient_Strength
2,28,77,4,24,5,Not malfunction,parameters are working correctly
2,23,123,3,73,7,Malfunction,Scan_Duration
2,19,119,3,39,3,Not malfunction,parameters are working correctly
3,29,77,4,48,5,Not malfunction,parameters are working correctly
2,29,143,7,28,8,Malfunction,Pulse_Sequence
3,19,99,3,48,5,Not malfunction,parameters are working correctly
2,20,133,6,21,6,Malfunction,Pulse_Sequence
1,20,177,4,43,3,Not malfunction,parameters are working correctly
4,19,121,3,37,8,Malfunction,Magnetic_Field_Strength
3,23,166,1,35,5,Not malfunction,parameters are working correctly
1,27,181,4,28,5,Not malfunction,parameters are working correctly
2,18,219,2,24,10,Malfunction,RF_Power
1,23,249,2,31,9,Malfunction,RF_Power
3,14,187,1,32,1,Not malfunction,parameters are working correctly
1,24,183,5,21,5,Not malfunction,parameters are working correctly
2,40,124,3,39,10,Malfunction,Gradient_Strength
1,23,243,3,47,6,Malfunction,RF_Power
2,26,162,3,45,4,Not malfunction,parameters are working correctly
2,12,21,2,86,9,Malfunction,Scan_Duration
2,27,62,4,24,5,Not malfunction,parameters are working correctly
6,19,152,2,34,8,Malfunction,Magnetic_Field_Strength
1,10,143,5,44,2,Not malfunction,parameters are working correctly
1,29,87,4,27,2,Not malfunction,parameters are working correctly
2,22,138,1,25,2,Not malfunction,parameters are working correctly
2,10,190,3,57,1,Not malfunction,parameters are working correctly
1,35,154,3,32,9,Malfunction,Gradient_Strength
1,14,76,8,29,7,Malfunction,Pulse_Sequence
1,38,135,4,38,7,Malfunction,Gradient_Strength
1,21,112,1,89,9,Malfunction,Scan_Duration
2,35,130,5,44,7,Malfunction,Gradient_Strength
1,39,101,2,59,10,Malfunction,Gradient_Strength
4,19,185,2,22,6,Malfunction,Magnetic_Field_Strength
2,31,248,3,43,8,Malfunction,RF_Power
2,18,135,3,89,9,Malfunction,Scan_Duration
2,26,191,4,17,1,Not malfunction,parameters are working correctly
1,19,53,3,76,7,Malfunction,Scan_Duration
3,27,137,4,53,2,Not malfunction,parameters are working correctly
2,22,229,3,47,8,Malfunction,RF_Power
2,27,84,3,75,7,Malfunction,Scan_Duration
2,20,77,4,40,1,Not malfunction,parameters are working correctly
1,21,109,4,55,3,Not malfunction,parameters are working correctly
1,35,189,2,37,7,Malfunction,Gradient_Strength
3,30,74,1,57,5,Not malfunction,parameters are working correctly
2,28,94,5,23,1,Not malfunction,parameters are working correctly
2,28,189,3,33,4,Not malfunction,parameters are working correctly
1,19,135,8,42,9,Malfunction,Pulse_Sequence
2,12,237,2,17,8,Malfunction,RF_Power
2,35,150,3,57,6,Malfunction,Gradient_Strength
2,19,105,6,38,10,Malfunction,Pulse_Sequence
2,13,162,7,50,9,Malfunction,Pulse_Sequence
2,15,244,2,21,10,Malfunction,RF_Power
1,37,117,2,35,9,Malfunction,Gradient_Strength
2,29,113,1,53,1,Not malfunction,parameters are working correctly
2,22,138,2,36,2,Not malfunction,parameters are working correctly
2,25,173,3,28,2,Not malfunction,parameters are working correctly
1,23,174,2,39,3,Not malfunction,parameters are working correctly
1,14,95,4,44,3,Not malfunction,parameters are working correctly
0,38,101,3,37,8,Malfunction,Gradient_Strength
1,13,137,1,85,7,Malfunction,Scan_Duration
3,22,88,5,47,2,Not malfunction,parameters are working correctly
1,10,133,3,47,5,Not malfunction,parameters are working correctly
2,38,121,1,30,9,Malfunction,Gradient_Strength
3,22,168,4,24,2,Not malfunction,parameters are working correctly
1,9,114,1,79,10,Malfunction,Scan_Duration
3,38,158,3,49,6,Malfunction,Gradient_Strength
2,14,228,3,19,9,Malfunction,RF_Power
1,21,186,4,41,5,Not malfunction,parameters are working correctly
2,15,50,5,20,5,Not malfunction,parameters are working correctly
1,18,84,1,47,1,Not malfunction,parameters are working correctly
6,21,139,2,44,9,Malfunction,Magnetic_Field_Strength
2,28,101,4,52,4,Not malfunction,parameters are working correctly
3,25,234,3,24,9,Malfunction,RF_Power
1,24,233,2,23,10,Malfunction,RF_Power
1,16,247,2,30,6,Malfunction,RF_Power
2,40,167,2,39,6,Malfunction,Gradient_Strength
1,25,192,3,81,7,Malfunction,Scan_Duration
4,23,132,3,55,6,Malfunction,Magnetic_Field_Strength
2,20,216,3,32,6,Malfunction,RF_Power
1,26,129,7,61,6,Malfunction,Pulse_Sequence
3,29,82,1,32,4,Not malfunction,parameters are working correctly
2,10,64,2,49,3,Not malfunction,parameters are working correctly
2,22,181,6,32,10,Malfunction,Pulse_Sequence
2,13,102,4,60,1,Not malfunction,parameters are working correctly
3,21,160,1,40,3,Not malfunction,parameters are working correctly
2,20,139,7,49,7,Malfunction,Pulse_Sequence
2,8,170,2,70,8,Malfunction,Scan_Duration
3,15,58,2,30,5,Not malfunction,parameters are working correctly
2,10,66,5,16,3,Not malfunction,parameters are working correctly
2,11,51,3,19,4,Not malfunction,parameters are working correctly
2,15,128,2,57,5,Not malfunction,parameters are working correctly
2,20,99,4,77,6,Malfunction,Scan_Duration
2,11,182,1,54,2,Not malfunction,parameters are working correctly
2,19,110,6,35,10,Malfunction,Pulse_Sequence
2,24,119,2,43,3,Not malfunction,parameters are working correctly
4,20,107,3,32,6,Malfunction,Magnetic_Field_Strength
1,38,153,1,55,9,Malfunction,Gradient_Strength
4,23,121,2,32,7,Malfunction,Magnetic_Field_Strength
2,20,79,5,16,5,Not malfunction,parameters are working correctly
6,21,112,4,47,7,Malfunction,Magnetic_Field_Strength
1,26,92,1,51,1,Not malfunction,parameters are working correctly
3,30,107,5,54,4,Not malfunction,parameters are working correctly
1,27,192,3,27,2,Not malfunction,parameters are working correctly
2,15,56,3,51,1,Not malfunction,parameters are working correctly
2,25,220,3,64,9,Malfunction,RF_Power
3,16,75,5,28,5,Not malfunction,parameters are working correctly
6,16,142,2,36,9,Malfunction,Magnetic_Field_Strength
1,21,177,8,40,6,Malfunction,Pulse_Sequence
2,35,162,3,32,8,Malfunction,Gradient_Strength
1,23,61,3,80,10,Malfunction,Scan_Duration
2,30,111,2,55,3,Not malfunction,parameters are working correctly
3,19,226,3,41,9,Malfunction,RF_Power
2,20,79,2,40,3,Not malfunction,parameters are working correctly
1,16,231,2,36,9,Malfunction,RF_Power
1,37,121,2,14,8,Malfunction,Gradient_Strength
2,18,59,3,32,4,Not malfunction,parameters are working correctly
6,9,115,3,28,6,Malfunction,Magnetic_Field_Strength
2,21,190,4,60,3,Not malfunction,parameters are working correctly
2,27,181,5,18,4,Not malfunction,parameters are working correctly
3,14,190,3,28,5,Not malfunction,parameters are working correctly
2,16,103,6,40,10,Malfunction,Pulse_Sequence
1,15,178,3,33,3,Not malfunction,parameters are working correctly
4,20,90,2,45,8,Malfunction,Magnetic_Field_Strength
1,10,182,1,60,2,Not malfunction,parameters are working correctly
1,17,116,4,41,2,Not malfunction,parameters are working correctly
5,18,97,2,40,6,Malfunction,Magnetic_Field_Strength
3,18,181,2,46,5,Not malfunction,parameters are working correctly
1,25,236,2,28,7,Malfunction,RF_Power
2,19,181,3,84,8,Malfunction,Scan_Duration
4,11,83,4,45,9,Malfunction,Magnetic_Field_Strength
2,21,145,6,45,8,Malfunction,Pulse_Sequence
3,16,110,1,36,4,Not malfunction,parameters are working correctly
1,37,113,2,60,8,Malfunction,Gradient_Strength
4,31,131,1,23,7,Malfunction,Magnetic_Field_Strength
2,40,134,2,40,6,Malfunction,Gradient_Strength
2,39,151,3,42,6,Malfunction,Gradient_Strength
1,19,242,2,41,8,Malfunction,RF_Power
1,18,192,2,71,8,Malfunction,Scan_Duration
6,14,102,1,36,8,Malfunction,Magnetic_Field_Strength
1,18,239,4,42,8,Malfunction,RF_Power
1,18,245,2,48,6,Malfunction,RF_Power
1,12,174,3,54,2,Not malfunction,parameters are working correctly
5,18,78,2,53,8,Malfunction,Magnetic_Field_Strength
1,31,238,4,63,6,Malfunction,RF_Power
6,18,87,3,28,6,Malfunction,Magnetic_Field_Strength
3,21,159,1,53,4,Not malfunction,parameters are working correctly
2,23,144,4,80,6,Malfunction,Scan_Duration
1,24,94,5,41,3,Not malfunction,parameters are working correctly
1,22,165,1,39,4,Not malfunction,parameters are working correctly
2,30,64,3,20,5,Not malfunction,parameters are working correctly
3,25,143,2,15,4,Not malfunction,parameters are working correctly
1,25,197,4,44,5,Not malfunction,parameters are working correctly
2,18,228,2,37,7,Malfunction,RF_Power
2,18,216,3,19,6,Malfunction,RF_Power
1,20,225,3,26,8,Malfunction,RF_Power
1,14,227,3,50,10,Malfunction,RF_Power
6,17,60,3,39,6,Malfunction,Magnetic_Field_Strength
1,12,98,5,27,1,Not malfunction,parameters are working correctly
0,20,238,3,20,8,Malfunction,RF_Power
2,27,100,2,40,3,Not malfunction,parameters are working correctly
1,16,174,6,46,8,Malfunction,Pulse_Sequence
2,17,84,6,10,10,Malfunction,Pulse_Sequence
5,20,104,2,52,6,Malfunction,Magnetic_Field_Strength
3,22,181,2,49,4,Not malfunction,parameters are working correctly
3,28,189,1,58,5,Not malfunction,parameters are working correctly
1,13,159,1,56,1,Not malfunction,parameters are working correctly
2,22,54,5,22,5,Not malfunction,parameters are working correctly
1,16,101,2,53,5,Not malfunction,parameters are working correctly
1,22,241,2,33,6,Malfunction,RF_Power
2,13,220,1,30,7,Malfunction,RF_Power
2,18,167,2,30,5,Not malfunction,parameters are working correctly
2,20,97,3,29,5,Not malfunction,parameters are working correctly
2,24,243,5,58,8,Malfunction,RF_Power
2,15,156,2,34,4,Not malfunction,parameters are working correctly
1,9,157,2,89,7,Malfunction,Scan_Duration
2,38,87,3,28,7,Malfunction,Gradient_Strength
0,18,114,6,45,10,Malfunction,Pulse_Sequence
4,25,139,3,44,8,Malfunction,Magnetic_Field_Strength
1,16,210,2,39,8,Malfunction,RF_Power
2,10,66,3,39,5,Not malfunction,parameters are working correctly
2,26,130,3,35,5,Not malfunction,parameters are working correctly
3,18,127,3,38,3,Not malfunction,parameters are working correctly
1,27,160,4,42,2,Not malfunction,parameters are working correctly
2,22,111,8,24,7,Malfunction,Pulse_Sequence
0,18,236,2,48,7,Malfunction,RF_Power
1,40,108,3,28,9,Malfunction,Gradient_Strength
1,15,105,4,86,10,Malfunction,Scan_Duration
1,35,133,3,20,10,Malfunction,Gradient_Strength
2,14,165,3,70,10,Malfunction,Scan_Duration
1,40,97,1,51,7,Malfunction,Gradient_Strength
5,19,125,4,35,8,Malfunction,Magnetic_Field_Strength
1,23,145,3,59,1,Not malfunction,parameters are working correctly
2,11,60,1,48,1,Not malfunction,parameters are working correctly
1,18,160,6,23,9,Malfunction,Pulse_Sequence
1,10,210,3,49,8,Malfunction,RF_Power
2,40,12,3,43,10,Malfunction,Gradient_Strength
4,23,168,3,63,10,Malfunction,Magnetic_Field_Strength
1,27,70,5,27,5,Not malfunction,parameters are working correctly
2,10,71,3,50,5,Not malfunction,parameters are working correctly
3,28,67,5,19,3,Not malfunction,parameters are working correctly
5,16,155,3,26,9,Malfunction,Magnetic_Field_Strength
1,4,141,3,88,6,Malfunction,Scan_Duration
3,11,197,3,27,3,Not malfunction,parameters are working correctly
0,19,220,2,45,10,Malfunction,RF_Power
6,24,190,3,26,6,Malfunction,Magnetic_Field_Strength
3,28,140,7,36,7,Malfunction,Pulse_Sequence
2,35,69,4,34,7,Malfunction,Gradient_Strength
2,19,161,8,37,8,Malfunction,Pulse_Sequence
1,21,181,1,49,4,Not malfunction,parameters are working correctly
1,24,231,3,20,10,Malfunction,RF_Power
2,22,135,1,52,4,Not malfunction,parameters are working correctly
1,27,245,2,33,6,Malfunction,RF_Power
2,25,116,5,40,2,Not malfunction,parameters are working correctly
2,18,88,1,30,2,Not malfunction,parameters are working correctly
1,29,147,3,56,2,Not malfunction,parameters are working correctly
2,37,146,3,39,7,Malfunction,Gradient_Strength
1,23,149,3,49,2,Not malfunction,parameters are working correctly
6,28,125,3,38,8,Malfunction,Magnetic_Field_Strength
0,19,132,8,24,8,Malfunction,Pulse_Sequence
2,21,96,4,79,7,Malfunction,Scan_Duration
1,17,69,3,40,4,Not malfunction,parameters are working correctly
2,38,131,4,39,10,Malfunction,Gradient_Strength
2,25,231,2,13,8,Malfunction,RF_Power
1,15,215,3,33,8,Malfunction,RF_Power
1,15,225,3,30,6,Malfunction,RF_Power
2,12,170,3,47,1,Not malfunction,parameters are working correctly
2,38,113,4,42,7,Malfunction,Gradient_Strength
5,19,84,4,36,9,Malfunction,Magnetic_Field_Strength
2,24,112,4,37,2,Not malfunction,parameters are working correctly
1,18,129,3,89,6,Malfunction,Scan_Duration
2,25,164,5,34,3,Not malfunction,parameters are working correctly
1,12,87,4,18,5,Not malfunction,parameters are working correctly
1,38,102,2,34,7,Malfunction,Gradient_Strength
3,10,193,2,23,2,Not malfunction,parameters are working correctly
1,35,105,2,21,9,Malfunction,Gradient_Strength
2,23,85,1,43,5,Not malfunction,parameters are working correctly
3,30,51,2,31,2,Not malfunction,parameters are working correctly
2,28,156,4,88,9,Malfunction,Scan_Duration
1,23,47,8,31,8,Malfunction,Pulse_Sequence
1,11,135,3,19,4,Not malfunction,parameters are working correctly
2,28,236,3,39,9,Malfunction,RF_Power
1,13,223,2,74,9,Malfunction,RF_Power
1,30,101,3,75,6,Malfunction,Scan_Duration
3,16,168,3,24,1,Not malfunction,parameters are working correctly
2,28,126,3,53,4,Not malfunction,parameters are working correctly
1,15,140,3,28,3,Not malfunction,parameters are working correctly
1,40,149,3,40,6,Malfunction,Gradient_Strength
2,20,241,1,30,6,Malfunction,RF_Power
1,28,151,5,54,3,Not malfunction,parameters are working correctly
6,28,122,3,39,10,Malfunction,Magnetic_Field_Strength
1,11,184,4,40,3,Not malfunction,parameters are working correctly
1,20,226,2,27,6,Malfunction,RF_Power
5,26,98,3,32,10,Malfunction,Magnetic_Field_Strength
3,11,159,5,38,1,Not malfunction,parameters are working correctly
6,15,128,1,48,8,Malfunction,Magnetic_Field_Strength
1,30,50,1,28,4,Not malfunction,parameters are working correctly
1,24,119,2,90,9,Malfunction,Scan_Duration
2,29,109,5,31,2,Not malfunction,parameters are working correctly
2,40,142,3,28,7,Malfunction,Gradient_Strength
1,24,227,3,38,7,Malfunction,RF_Power
2,30,84,3,47,5,Not malfunction,parameters are working correctly
1,15,239,1,30,9,Malfunction,RF_Power
2,7,223,0,39,10,Malfunction,RF_Power
1,23,76,3,86,9,Malfunction,Scan_Duration
1,35,88,4,24,7,Malfunction,Gradient_Strength
2,17,240,3,21,9,Malfunction,RF_Power
4,22,134,5,22,7,Malfunction,Magnetic_Field_Strength
3,12,164,5,18,1,Not malfunction,parameters are working correctly
2,30,131,5,31,2,Not malfunction,parameters are working correctly
2,37,139,2,42,8,Malfunction,Gradient_Strength
2,27,235,3,32,10,Malfunction,RF_Power
2,19,180,5,26,3,Not malfunction,parameters are working correctly
5,24,199,0,46,7,Malfunction,Magnetic_Field_Strength
2,15,105,2,40,2,Not malfunction,parameters are working correctly
1,12,160,1,56,1,Not malfunction,parameters are working correctly
2,37,192,2,34,8,Malfunction,Gradient_Strength
2,20,102,2,75,9,Malfunction,Scan_Duration
1,18,140,6,21,8,Malfunction,Pulse_Sequence
1,21,88,3,16,3,Not malfunction,parameters are working correctly
1,17,216,7,25,9,Malfunction,Pulse_Sequence
2,18,181,3,34,1,Not malfunction,parameters are working correctly
3,21,130,3,44,1,Not malfunction,parameters are working correctly
2,23,102,2,79,6,Malfunction,Scan_Duration
3,26,62,5,35,2,Not malfunction,parameters are working correctly
2,36,90,3,47,7,Malfunction,Gradient_Strength
1,23,98,5,19,5,Not malfunction,parameters are working correctly
1,20,164,2,87,10,Malfunction,Scan_Duration
1,19,112,2,19,2,Not malfunction,parameters are working correctly
1,22,167,2,34,4,Not malfunction,parameters are working correctly
1,25,241,2,16,8,Malfunction,RF_Power
3,12,118,2,53,3,Not malfunction,parameters are working correctly
3,35,39,2,36,8,Malfunction,Gradient_Strength
2,10,155,2,17,2,Not malfunction,parameters are working correctly
1,29,109,3,38,4,Not malfunction,parameters are working correctly
2,22,80,5,32,4,Not malfunction,parameters are working correctly
1,19,92,8,49,7,Malfunction,Pulse_Sequence
1,37,158,2,16,8,Malfunction,Gradient_Strength
2,9,227,3,34,7,Malfunction,RF_Power
5,24,171,5,37,6,Malfunction,Magnetic_Field_Strength
5,22,126,1,50,8,Malfunction,Magnetic_Field_Strength
2,40,186,2,27,7,Malfunction,Gradient_Strength
2,18,151,6,41,6,Malfunction,Pulse_Sequence
3,27,138,2,77,9,Malfunction,Scan_Duration
2,28,152,1,23,3,Not malfunction,parameters are working correctly
2,24,103,2,76,7,Malfunction,Scan_Duration
3,16,74,4,19,3,Not malfunction,parameters are working correctly
1,16,242,3,27,9,Malfunction,RF_Power
3,26,106,3,30,2,Not malfunction,parameters are working correctly
0,26,153,2,76,8,Malfunction,Scan_Duration
1,27,193,1,48,1,Not malfunction,parameters are working correctly
2,17,74,5,60,5,Not malfunction,parameters are working correctly
2,11,123,3,21,5,Not malfunction,parameters are working correctly
1,20,211,2,37,10,Malfunction,RF_Power
3,15,59,1,35,2,Not malfunction,parameters are working correctly
2,17,142,1,45,1,Not malfunction,parameters are working correctly
6,14,167,3,25,7,Malfunction,Magnetic_Field_Strength
2,39,107,2,37,8,Malfunction,Gradient_Strength
1,28,152,5,22,5,Not malfunction,parameters are working correctly
2,21,88,2,60,5,Not malfunction,parameters are working correctly
2,24,153,3,83,9,Malfunction,Scan_Duration
4,15,109,2,33,7,Malfunction,Magnetic_Field_Strength
1,17,141,8,53,9,Malfunction,Pulse_Sequence
2,27,86,2,39,2,Not malfunction,parameters are working correctly
1,20,167,1,30,2,Not malfunction,parameters are working correctly
3,26,176,5,31,5,Not malfunction,parameters are working correctly
2,14,51,2,46,2,Not malfunction,parameters are working correctly
3,11,173,2,16,3,Not malfunction,parameters are working correctly
1,40,137,1,51,7,Malfunction,Gradient_Strength
3,17,84,3,41,3,Not malfunction,parameters are working correctly
1,23,215,4,23,6,Malfunction,RF_Power
2,27,130,5,50,2,Not malfunction,parameters are working correctly
3,12,172,4,48,3,Not malfunction,parameters are working correctly
2,10,85,2,60,5,Not malfunction,parameters are working correctly
3,11,150,3,39,1,Not malfunction,parameters are working correctly
1,18,191,4,37,4,Not malfunction,parameters are working correctly
2,12,65,4,58,1,Not malfunction,parameters are working correctly
4,15,97,3,12,7,Malfunction,Magnetic_Field_Strength
1,12,178,2,38,4,Not malfunction,parameters are working correctly
2,22,232,3,44,9,Malfunction,RF_Power
1,23,148,2,29,2,Not malfunction,parameters are working correctly
2,28,103,2,41,1,Not malfunction,parameters are working correctly
3,18,127,8,28,9,Malfunction,Pulse_Sequence
1,18,68,2,31,3,Not malfunction,parameters are working correctly
2,21,195,4,33,2,Not malfunction,parameters are working correctly
2,10,149,7,19,6,Malfunction,Pulse_Sequence
3,24,62,3,47,2,Not malfunction,parameters are working correctly
1,36,213,3,22,8,Malfunction,RF_Power
2,16,230,2,31,6,Malfunction,RF_Power
1,15,177,4,52,2,Not malfunction,parameters are working correctly
2,27,110,2,80,9,Malfunction,Scan_Duration
2,23,119,1,36,4,Not malfunction,parameters are working correctly
1,15,176,4,77,10,Malfunction,Scan_Duration
3,28,193,3,46,3,Not malfunction,parameters are working correctly
2,10,62,1,40,5,Not malfunction,parameters are working correctly
1,14,121,2,29,4,Not malfunction,parameters are working correctly
2,16,168,2,85,8,Malfunction,Scan_Duration
3,25,160,2,46,5,Not malfunction,parameters are working correctly
2,15,167,4,40,5,Not malfunction,parameters are working correctly
1,16,172,8,27,8,Malfunction,Pulse_Sequence
1,14,72,4,16,4,Not malfunction,parameters are working correctly
3,21,99,4,57,3,Not malfunction,parameters are working correctly
2,36,144,3,40,10,Malfunction,Gradient_Strength
3,21,131,3,60,2,Not malfunction,parameters are working correctly
1,11,78,2,82,10,Malfunction,Scan_Duration
2,16,111,8,31,7,Malfunction,Pulse_Sequence
6,26,110,3,24,9,Malfunction,Magnetic_Field_Strength
1,16,154,1,76,9,Malfunction,Scan_Duration
3,16,89,1,28,4,Not malfunction,parameters are working correctly
2,30,200,2,42,3,Not malfunction,parameters are working correctly
1,36,132,3,37,6,Malfunction,Gradient_Strength
2,20,213,2,42,6,Malfunction,RF_Power
2,25,163,8,56,9,Malfunction,Pulse_Sequence
2,25,109,3,39,4,Not malfunction,parameters are working correctly
3,20,247,3,32,7,Malfunction,RF_Power
2,24,219,1,41,7,Malfunction,RF_Power
1,12,140,4,30,2,Not malfunction,parameters are working correctly
1,25,112,5,34,4,Not malfunction,parameters are working correctly
3,28,85,3,32,5,Not malfunction,parameters are working correctly
2,29,155,1,83,8,Malfunction,Scan_Duration
1,26,83,1,26,1,Not malfunction,parameters are working correctly
1,25,89,5,59,5,Not malfunction,parameters are working correctly
2,10,138,4,36,4,Not malfunction,parameters are working correctly
4,16,79,4,39,6,Malfunction,Magnetic_Field_Strength
5,20,69,3,42,9,Malfunction,Magnetic_Field_Strength
2,24,123,1,82,6,Malfunction,Scan_Duration
2,22,115,5,24,2,Not malfunction,parameters are working correctly
2,21,150,4,76,7,Malfunction,Scan_Duration
1,18,129,2,40,5,Not malfunction,parameters are working correctly
3,18,124,3,55,5,Not malfunction,parameters are working correctly
2,26,176,5,36,1,Not malfunction,parameters are working correctly
3,21,92,3,18,2,Not malfunction,parameters are working correctly
2,13,110,7,49,9,Malfunction,Pulse_Sequence
2,13,246,2,63,10,Malfunction,RF_Power
1,12,157,8,39,8,Malfunction,Pulse_Sequence
1,24,220,4,30,8,Malfunction,RF_Power
1,35,113,2,23,10,Malfunction,Gradient_Strength
5,22,130,2,36,6,Malfunction,Magnetic_Field_Strength
1,23,168,1,23,1,Not malfunction,parameters are working correctly
1,21,237,2,36,7,Malfunction,RF_Power
1,26,114,5,24,5,Not malfunction,parameters are working correctly
1,21,246,4,41,10,Malfunction,RF_Power
2,27,106,3,43,5,Not malfunction,parameters are working correctly
2,36,136,3,35,9,Malfunction,Gradient_Strength
2,28,166,1,39,5,Not malfunction,parameters are working correctly
1,23,73,4,22,1,Not malfunction,parameters are working correctly
1,21,181,5,39,1,Not malfunction,parameters are working correctly
2,17,154,7,34,10,Malfunction,Pulse_Sequence
3,24,112,5,36,3,Not malfunction,parameters are working correctly
2,16,127,2,16,3,Not malfunction,parameters are working correctly
3,11,53,4,43,5,Not malfunction,parameters are working correctly
1,19,70,1,16,4,Not malfunction,parameters are working correctly
3,13,96,4,40,5,Not malfunction,parameters are working correctly
1,25,118,4,29,1,Not malfunction,parameters are working correctly
