Heart_Rate,Blood_Pressure_Systolic,Blood_Pressure_Diastolic,Oxygen_Saturation,Temperature,Time,label,parameter
121,98,68,98,36,10,Malfunction,Heart_Rate
79,102,63,100,36,2,Not malfunction,parameters are working correctly
78,95,70,86,36,8,Malfunction,Oxygen_Saturation
93,106,66,100,37,2,Not malfunction,parameters are working correctly
84,113,69,97,37,4,Not malfunction,parameters are working correctly
89,91,67,100,37,1,Not malfunction,parameters are working correctly
97,91,69,96,36,2,Not malfunction,parameters are working correctly
83,91,68,95,36,2,Not malfunction,parameters are working correctly
97,97,71,100,36,4,Not malfunction,parameters are working correctly
63,113,69,98,37,5,Not malfunction,parameters are working correctly
68,106,77,98,36,2,Not malfunction,parameters are working correctly
70,93,67,96,37,5,Not malfunction,parameters are working correctly
64,110,61,96,37,1,Not malfunction,parameters are working correctly
83,119,68,95,36,3,Not malfunction,parameters are working correctly
77,108,66,90,36,7,Malfunction,Oxygen_Saturation
87,108,88,97,36,7,Malfunction,Blood_Pressure_Diastolic
115,111,75,96,36,6,Malfunction,Heart_Rate
99,136,65,97,36,9,Malfunction,Blood_Pressure_Systolic
87,120,75,96,37,3,Not malfunction,parameters are working correctly
90,112,60,97,37,1,Not malfunction,parameters are working correctly
79,95,66,95,37,5,Not malfunction,parameters are working correctly
73,100,63,95,37,3,Not malfunction,parameters are working correctly
72,93,71,100,36,3,Not malfunction,parameters are working correctly
69,96,65,98,37,5,Not malfunction,parameters are working correctly
86,97,91,96,36,6,Malfunction,Blood_Pressure_Diastolic
95,107,69,98,37,4,Not malfunction,parameters are working correctly
115,105,68,96,36,7,Malfunction,Heart_Rate
81,111,63,94,38,8,Malfunction,Temperature
63,107,70,100,36,2,Not malfunction,parameters are working correctly
77,100,86,98,36,7,Malfunction,Blood_Pressure_Diastolic
75,120,71,100,36,1,Not malfunction,parameters are working correctly
87,102,69,90,36,9,Malfunction,Oxygen_Saturation
111,105,74,97,36,9,Malfunction,Heart_Rate
72,94,61,98,36,3,Not malfunction,parameters are working correctly
83,111,80,96,38,9,Malfunction,Temperature
91,119,62,98,36,1,Not malfunction,parameters are working correctly
84,96,79,97,36,3,Not malfunction,parameters are working correctly
83,140,70,97,36,7,Malfunction,Blood_Pressure_Systolic
69,112,66,98,37,4,Not malfunction,parameters are working correctly
123,99,74,96,36,9,Malfunction,Heart_Rate
71,110,93,98,36,9,Malfunction,Blood_Pressure_Diastolic
73,106,65,96,40,10,Malfunction,Temperature
89,135,69,96,36,10,Malfunction,Blood_Pressure_Systolic
100,94,70,97,39,7,Malfunction,Temperature
86,104,76,89,36,8,Malfunction,Oxygen_Saturation
101,117,75,98,40,10,Malfunction,Temperature
100,103,79,99,36,1,Not malfunction,parameters are working correctly
93,106,68,98,37,1,Not malfunction,parameters are working correctly
71,100,65,99,36,2,Not malfunction,parameters are working correctly
97,98,61,99,36,1,Not malfunction,parameters are working correctly
100,99,69,85,36,9,Malfunction,Oxygen_Saturation
61,110,64,99,36,2,Not malfunction,parameters are working correctly
72,114,70,99,37,3,Not malfunction,parameters are working correctly
96,111,74,95,37,1,Not malfunction,parameters are working correctly
93,102,60,96,38,8,Malfunction,Temperature
85,111,62,95,37,4,Not malfunction,parameters are working correctly
64,107,73,96,36,1,Not malfunction,parameters are working correctly
70,105,91,100,36,8,Malfunction,Blood_Pressure_Diastolic
96,114,62,100,37,1,Not malfunction,parameters are working correctly
67,93,70,95,36,5,Not malfunction,parameters are working correctly
75,110,80,95,36,4,Not malfunction,parameters are working correctly
89,121,94,97,36,8,Malfunction,Blood_Pressure_Diastolic
76,108,70,96,37,5,Not malfunction,parameters are working correctly
79,92,66,95,36,1,Not malfunction,parameters are working correctly
62,114,76,100,37,4,Not malfunction,parameters are working correctly
77,112,68,88,36,8,Malfunction,Oxygen_Saturation
87,112,70,89,36,7,Malfunction,Oxygen_Saturation
78,92,64,96,37,1,Not malfunction,parameters are working correctly
84,120,64,95,37,3,Not malfunction,parameters are working correctly
83,140,75,97,36,10,Malfunction,Blood_Pressure_Systolic
80,97,94,96,36,6,Malfunction,Blood_Pressure_Diastolic
91,107,68,87,36,9,Malfunction,Oxygen_Saturation
124,104,77,94,36,7,Malfunction,Heart_Rate
87,97,63,95,37,3,Not malfunction,parameters are working correctly
78,107,78,98,37,3,Not malfunction,parameters are working correctly
69,144,65,95,36,7,Malfunction,Blood_Pressure_Systolic
93,104,92,98,36,9,Malfunction,Blood_Pressure_Diastolic
77,97,77,97,36,2,Not malfunction,parameters are working correctly
69,114,93,97,36,10,Malfunction,Blood_Pressure_Diastolic
77,106,60,96,37,3,Not malfunction,parameters are working correctly
60,112,68,95,37,4,Not malfunction,parameters are working correctly
69,104,93,99,36,10,Malfunction,Blood_Pressure_Diastolic
71,113,76,96,37,1,Not malfunction,parameters are working correctly
76,109,77,85,36,10,Malfunction,Oxygen_Saturation
74,116,60,97,37,5,Not malfunction,parameters are working correctly
97,115,78,100,37,3,Not malfunction,parameters are working correctly
94,116,61,100,36,3,Not malfunction,parameters are working correctly
82,97,89,98,37,8,Malfunction,Blood_Pressure_Diastolic
86,110,78,99,36,1,Not malfunction,parameters are working correctly
86,102,71,96,36,1,Not malfunction,parameters are working correctly
73,113,80,96,36,5,Not malfunction,parameters are working correctly
73,123,69,98,39,10,Malfunction,Temperature
130,104,76,95,36,6,Malfunction,Heart_Rate
66,98,63,100,37,4,Not malfunction,parameters are working correctly
86,107,70,98,37,3,Not malfunction,parameters are working correctly
57,98,66,96,39,9,Malfunction,Temperature
64,91,77,95,36,5,Not malfunction,parameters are working correctly
88,140,63,97,36,6,Malfunction,Blood_Pressure_Systolic
65,101,67,95,37,5,Not malfunction,parameters are working correctly
78,110,63,96,36,1,Not malfunction,parameters are working correctly
83,109,60,98,38,6,Malfunction,Temperature
99,92,74,98,37,1,Not malfunction,parameters are working correctly
94,100,74,89,36,9,Malfunction,Oxygen_Saturation
94,117,66,98,36,4,Not malfunction,parameters are working correctly
89,118,76,95,36,1,Not malfunction,parameters are working correctly
83,110,70,95,40,6,Malfunction,Temperature
83,136,69,97,37,8,Malfunction,Blood_Pressure_Systolic
104,149,64,96,36,9,Malfunction,Blood_Pressure_Systolic
90,99,66,97,36,1,Not malfunction,parameters are working correctly
69,101,80,96,36,3,Not malfunction,parameters are working correctly
80,114,66,96,37,2,Not malfunction,parameters are working correctly
111,111,69,96,36,8,Malfunction,Heart_Rate
87,94,72,96,36,2,Not malfunction,parameters are working correctly
60,103,67,98,36,1,Not malfunction,parameters are working correctly
89,98,73,99,37,1,Not malfunction,parameters are working correctly
81,99,68,100,37,1,Not malfunction,parameters are working correctly
80,116,86,98,36,10,Malfunction,Blood_Pressure_Diastolic
73,107,67,99,36,1,Not malfunction,parameters are working correctly
97,95,69,100,37,1,Not malfunction,parameters are working correctly
95,96,71,98,37,4,Not malfunction,parameters are working correctly
94,110,63,97,36,2,Not malfunction,parameters are working correctly
86,104,89,98,36,6,Malfunction,Blood_Pressure_Diastolic
71,101,70,87,36,7,Malfunction,Oxygen_Saturation
81,139,66,98,37,10,Malfunction,Blood_Pressure_Systolic
84,137,74,98,36,8,Malfunction,Blood_Pressure_Systolic
83,144,66,97,35,7,Malfunction,Blood_Pressure_Systolic
75,137,65,97,36,9,Malfunction,Blood_Pressure_Systolic
86,110,76,85,36,9,Malfunction,Oxygen_Saturation
94,91,62,100,37,1,Not malfunction,parameters are working correctly
111,98,68,98,36,9,Malfunction,Heart_Rate
82,118,61,97,37,5,Not malfunction,parameters are working correctly
88,109,73,97,37,5,Not malfunction,parameters are working correctly
78,107,72,98,37,5,Not malfunction,parameters are working correctly
77,134,78,96,36,10,Malfunction,Blood_Pressure_Systolic
127,114,61,96,36,8,Malfunction,Heart_Rate
66,114,68,100,36,3,Not malfunction,parameters are working correctly
94,102,70,98,36,5,Not malfunction,parameters are working correctly
74,126,59,97,40,6,Malfunction,Temperature
61,104,86,96,36,7,Malfunction,Blood_Pressure_Diastolic
70,92,71,98,37,3,Not malfunction,parameters are working correctly
83,109,62,86,36,7,Malfunction,Oxygen_Saturation
121,96,74,97,36,9,Malfunction,Heart_Rate
79,96,72,99,37,1,Not malfunction,parameters are working correctly
86,114,66,96,36,1,Not malfunction,parameters are working correctly
87,97,60,99,36,5,Not malfunction,parameters are working correctly
66,109,72,96,37,3,Not malfunction,parameters are working correctly
93,99,73,99,37,3,Not malfunction,parameters are working correctly
75,116,70,85,36,6,Malfunction,Oxygen_Saturation
80,100,67,95,36,1,Not malfunction,parameters are working correctly
80,95,88,97,36,7,Malfunction,Blood_Pressure_Diastolic
110,95,68,95,36,8,Malfunction,Heart_Rate
80,150,69,96,37,9,Malfunction,Blood_Pressure_Systolic
94,92,63,95,36,1,Not malfunction,parameters are working correctly
66,97,77,95,40,10,Malfunction,Temperature
96,120,64,99,36,5,Not malfunction,parameters are working correctly
89,111,60,96,37,2,Not malfunction,parameters are working correctly
99,110,73,95,37,2,Not malfunction,parameters are working correctly
99,133,67,97,36,8,Malfunction,Blood_Pressure_Systolic
71,120,68,100,37,4,Not malfunction,parameters are working correctly
126,89,65,96,36,6,Malfunction,Heart_Rate
79,108,78,90,36,9,Malfunction,Oxygen_Saturation
64,96,72,95,37,1,Not malfunction,parameters are working correctly
86,112,64,99,37,2,Not malfunction,parameters are working correctly
81,110,65,95,36,3,Not malfunction,parameters are working correctly
75,117,65,88,36,7,Malfunction,Oxygen_Saturation
68,94,68,100,37,3,Not malfunction,parameters are working correctly
78,144,74,98,36,7,Malfunction,Blood_Pressure_Systolic
120,88,72,98,36,10,Malfunction,Heart_Rate
82,110,76,97,39,6,Malfunction,Temperature
80,91,62,99,37,4,Not malfunction,parameters are working correctly
89,90,92,96,36,9,Malfunction,Blood_Pressure_Diastolic
67,97,66,86,36,10,Malfunction,Oxygen_Saturation
62,97,67,96,36,2,Not malfunction,parameters are working correctly
99,118,73,96,36,1,Not malfunction,parameters are working correctly
85,111,80,99,37,5,Not malfunction,parameters are working correctly
71,103,73,94,39,10,Malfunction,Temperature
115,110,77,97,36,7,Malfunction,Heart_Rate
65,149,70,97,35,7,Malfunction,Blood_Pressure_Systolic
71,98,66,98,38,9,Malfunction,Temperature
92,145,60,96,36,7,Malfunction,Blood_Pressure_Systolic
83,91,68,99,39,9,Malfunction,Temperature
79,113,72,97,40,8,Malfunction,Temperature
74,120,73,98,36,5,Not malfunction,parameters are working correctly
89,93,60,97,37,2,Not malfunction,parameters are working correctly
84,92,65,100,37,4,Not malfunction,parameters are working correctly
78,95,69,97,36,3,Not malfunction,parameters are working correctly
72,97,61,95,36,5,Not malfunction,parameters are working correctly
107,143,73,96,36,6,Malfunction,Blood_Pressure_Systolic
111,100,63,96,36,7,Malfunction,Heart_Rate
96,101,78,96,37,2,Not malfunction,parameters are working correctly
79,118,78,98,36,1,Not malfunction,parameters are working correctly
130,99,70,99,36,6,Malfunction,Heart_Rate
124,106,72,96,36,9,Malfunction,Heart_Rate
79,110,73,97,39,8,Malfunction,Temperature
97,90,64,99,36,4,Not malfunction,parameters are working correctly
116,114,69,98,36,7,Malfunction,Heart_Rate
79,123,93,98,36,10,Malfunction,Blood_Pressure_Diastolic
74,119,80,90,36,9,Malfunction,Oxygen_Saturation
78,109,71,90,36,6,Malfunction,Oxygen_Saturation
80,119,72,97,36,5,Not malfunction,parameters are working correctly
94,111,69,90,36,10,Malfunction,Oxygen_Saturation
129,104,63,96,36,9,Malfunction,Heart_Rate
80,138,66,97,36,10,Malfunction,Blood_Pressure_Systolic
67,111,80,100,37,5,Not malfunction,parameters are working correctly
90,114,60,100,37,2,Not malfunction,parameters are working correctly
88,120,80,99,37,4,Not malfunction,parameters are working correctly
63,110,80,96,37,3,Not malfunction,parameters are working correctly
74,93,72,95,36,5,Not malfunction,parameters are working correctly
61,108,77,99,37,1,Not malfunction,parameters are working correctly
110,113,72,95,36,9,Malfunction,Heart_Rate
77,120,64,99,37,3,Not malfunction,parameters are working correctly
78,135,64,99,36,6,Malfunction,Blood_Pressure_Systolic
73,112,61,88,36,10,Malfunction,Oxygen_Saturation
66,95,80,97,36,4,Not malfunction,parameters are working correctly
66,120,79,95,36,1,Not malfunction,parameters are working correctly
71,118,91,97,36,9,Malfunction,Blood_Pressure_Diastolic
125,105,72,97,36,7,Malfunction,Heart_Rate
81,99,87,100,36,7,Malfunction,Blood_Pressure_Diastolic
70,145,70,97,36,8,Malfunction,Blood_Pressure_Systolic
64,98,75,95,37,3,Not malfunction,parameters are working correctly
66,117,63,98,36,4,Not malfunction,parameters are working correctly
118,108,77,96,36,7,Malfunction,Heart_Rate
60,120,73,99,36,5,Not malfunction,parameters are working correctly
117,99,63,98,36,10,Malfunction,Heart_Rate
100,101,71,97,36,5,Not malfunction,parameters are working correctly
83,137,63,96,36,10,Malfunction,Blood_Pressure_Systolic
64,90,75,96,37,2,Not malfunction,parameters are working correctly
74,97,73,96,36,3,Not malfunction,parameters are working correctly
67,100,89,96,36,6,Malfunction,Blood_Pressure_Diastolic
82,108,61,98,37,3,Not malfunction,parameters are working correctly
86,134,72,97,36,10,Malfunction,Blood_Pressure_Systolic
95,94,71,89,36,10,Malfunction,Oxygen_Saturation
80,100,94,95,36,10,Malfunction,Blood_Pressure_Diastolic
67,111,71,98,36,1,Not malfunction,parameters are working correctly
74,142,75,97,36,9,Malfunction,Blood_Pressure_Systolic
67,106,64,98,36,1,Not malfunction,parameters are working correctly
78,113,62,87,36,6,Malfunction,Oxygen_Saturation
95,116,73,98,36,4,Not malfunction,parameters are working correctly
110,111,60,97,36,6,Malfunction,Heart_Rate
82,107,58,86,36,8,Malfunction,Oxygen_Saturation
67,104,72,96,40,6,Malfunction,Temperature
97,115,69,98,38,10,Malfunction,Temperature
77,116,70,97,36,2,Not malfunction,parameters are working correctly
75,95,94,98,36,10,Malfunction,Blood_Pressure_Diastolic
111,104,71,96,36,8,Malfunction,Heart_Rate
59,137,70,97,36,6,Malfunction,Blood_Pressure_Systolic
86,104,63,89,36,9,Malfunction,Oxygen_Saturation
72,114,78,100,37,4,Not malfunction,parameters are working correctly
82,108,62,95,36,4,Not malfunction,parameters are working correctly
69,106,85,96,36,6,Malfunction,Blood_Pressure_Diastolic
122,99,67,99,36,9,Malfunction,Heart_Rate
95,109,79,95,36,2,Not malfunction,parameters are working correctly
72,97,61,99,36,5,Not malfunction,parameters are working correctly
82,111,70,97,36,4,Not malfunction,parameters are working correctly
69,120,79,100,37,3,Not malfunction,parameters are working correctly
77,117,78,97,36,2,Not malfunction,parameters are working correctly
130,104,73,98,36,7,Malfunction,Heart_Rate
63,95,65,96,37,4,Not malfunction,parameters are working correctly
95,115,63,100,36,5,Not malfunction,parameters are working correctly
95,98,73,96,37,5,Not malfunction,parameters are working correctly
81,104,76,99,36,2,Not malfunction,parameters are working correctly
74,96,85,97,36,6,Malfunction,Blood_Pressure_Diastolic
98,96,67,97,39,6,Malfunction,Temperature
82,93,75,100,36,3,Not malfunction,parameters are working correctly
84,108,71,96,36,3,Not malfunction,parameters are working correctly
65,109,70,89,36,7,Malfunction,Oxygen_Saturation
90,104,76,97,36,1,Not malfunction,parameters are working correctly
129,99,73,97,36,8,Malfunction,Heart_Rate
73,112,80,99,37,2,Not malfunction,parameters are working correctly
91,118,60,96,36,5,Not malfunction,parameters are working correctly
71,97,67,99,36,5,Not malfunction,parameters are working correctly
74,104,86,98,36,9,Malfunction,Blood_Pressure_Diastolic
88,107,61,97,36,4,Not malfunction,parameters are working correctly
77,115,70,85,36,6,Malfunction,Oxygen_Saturation
128,103,71,98,36,6,Malfunction,Heart_Rate
81,100,73,98,38,7,Malfunction,Temperature
64,149,74,96,36,9,Malfunction,Blood_Pressure_Systolic
97,101,70,100,37,3,Not malfunction,parameters are working correctly
95,115,67,100,37,2,Not malfunction,parameters are working correctly
90,121,74,88,36,7,Malfunction,Oxygen_Saturation
92,116,70,99,37,4,Not malfunction,parameters are working correctly
83,101,68,96,39,10,Malfunction,Temperature
77,106,76,99,36,4,Not malfunction,parameters are working correctly
64,92,60,100,37,5,Not malfunction,parameters are working correctly
57,134,80,97,36,10,Malfunction,Blood_Pressure_Systolic
68,109,64,100,36,1,Not malfunction,parameters are working correctly
76,116,79,99,37,1,Not malfunction,parameters are working correctly
64,102,86,98,36,9,Malfunction,Blood_Pressure_Diastolic
62,104,60,100,36,2,Not malfunction,parameters are working correctly
64,99,74,100,36,3,Not malfunction,parameters are working correctly
72,146,75,98,36,8,Malfunction,Blood_Pressure_Systolic
71,112,60,99,37,1,Not malfunction,parameters are working correctly
74,117,63,100,36,5,Not malfunction,parameters are working correctly
116,109,63,97,36,7,Malfunction,Heart_Rate
80,115,78,95,36,5,Not malfunction,parameters are working correctly
93,93,73,99,37,1,Not malfunction,parameters are working correctly
93,116,65,98,36,3,Not malfunction,parameters are working correctly
73,112,67,98,40,6,Malfunction,Temperature
61,98,78,95,37,3,Not malfunction,parameters are working correctly
81,99,67,97,36,3,Not malfunction,parameters are working correctly
80,105,68,97,37,1,Not malfunction,parameters are working correctly
89,97,66,96,36,5,Not malfunction,parameters are working correctly
69,149,77,97,36,9,Malfunction,Blood_Pressure_Systolic
74,97,94,98,35,7,Malfunction,Blood_Pressure_Diastolic
82,97,67,99,36,3,Not malfunction,parameters are working correctly
76,104,70,98,37,3,Not malfunction,parameters are working correctly
82,106,68,87,36,8,Malfunction,Oxygen_Saturation
78,103,91,98,36,10,Malfunction,Blood_Pressure_Diastolic
84,130,75,97,36,6,Malfunction,Blood_Pressure_Systolic
84,116,62,95,36,4,Not malfunction,parameters are working correctly
66,112,70,99,36,5,Not malfunction,parameters are working correctly
98,139,74,98,36,10,Malfunction,Blood_Pressure_Systolic
69,107,66,98,40,8,Malfunction,Temperature
62,117,79,98,37,5,Not malfunction,parameters are working correctly
118,104,70,97,36,7,Malfunction,Heart_Rate
97,104,88,98,36,8,Malfunction,Blood_Pressure_Diastolic
80,120,78,99,37,4,Not malfunction,parameters are working correctly
113,102,67,96,36,10,Malfunction,Heart_Rate
115,122,69,97,36,9,Malfunction,Heart_Rate
63,118,64,96,36,4,Not malfunction,parameters are working correctly
91,104,61,97,37,1,Not malfunction,parameters are working correctly
87,96,70,99,40,9,Malfunction,Temperature
80,96,67,96,39,10,Malfunction,Temperature
74,96,69,97,40,8,Malfunction,Temperature
116,95,72,98,36,6,Malfunction,Heart_Rate
89,105,87,98,36,10,Malfunction,Blood_Pressure_Diastolic
75,119,79,96,36,3,Not malfunction,parameters are working correctly
95,100,69,95,36,2,Not malfunction,parameters are working correctly
60,137,66,96,36,10,Malfunction,Blood_Pressure_Systolic
86,103,69,97,39,7,Malfunction,Temperature
71,94,77,99,38,9,Malfunction,Temperature
97,108,80,100,36,3,Not malfunction,parameters are working correctly
80,101,76,96,40,7,Malfunction,Temperature
74,107,71,96,38,7,Malfunction,Temperature
79,119,79,89,36,7,Malfunction,Oxygen_Saturation
78,146,75,95,36,6,Malfunction,Blood_Pressure_Systolic
70,92,67,97,40,8,Malfunction,Temperature
74,96,71,99,37,5,Not malfunction,parameters are working correctly
78,114,86,97,36,7,Malfunction,Blood_Pressure_Diastolic
100,94,64,86,36,9,Malfunction,Oxygen_Saturation
84,105,85,99,36,8,Malfunction,Blood_Pressure_Diastolic
100,94,65,99,37,5,Not malfunction,parameters are working correctly
85,104,73,96,36,5,Not malfunction,parameters are working correctly
84,131,64,99,36,9,Malfunction,Blood_Pressure_Systolic
82,93,70,99,37,3,Not malfunction,parameters are working correctly
89,102,88,94,36,9,Malfunction,Blood_Pressure_Diastolic
61,107,74,96,37,1,Not malfunction,parameters are working correctly
84,100,68,98,40,7,Malfunction,Temperature
65,103,80,96,36,1,Not malfunction,parameters are working correctly
90,105,73,97,39,7,Malfunction,Temperature
113,102,76,98,36,9,Malfunction,Heart_Rate
93,119,65,96,37,4,Not malfunction,parameters are working correctly
97,107,93,98,36,10,Malfunction,Blood_Pressure_Diastolic
89,115,62,96,37,1,Not malfunction,parameters are working correctly
96,118,76,100,36,1,Not malfunction,parameters are working correctly
112,89,72,97,36,6,Malfunction,Heart_Rate
77,100,86,98,35,8,Malfunction,Blood_Pressure_Diastolic
61,105,68,98,36,3,Not malfunction,parameters are working correctly
75,96,95,98,36,9,Malfunction,Blood_Pressure_Diastolic
69,138,66,94,36,9,Malfunction,Blood_Pressure_Systolic
80,106,63,95,36,1,Not malfunction,parameters are working correctly
119,101,68,101,36,6,Malfunction,Heart_Rate
67,104,62,85,36,6,Malfunction,Oxygen_Saturation
65,111,73,100,36,3,Not malfunction,parameters are working correctly
93,100,68,99,36,3,Not malfunction,parameters are working correctly
93,102,69,95,37,5,Not malfunction,parameters are working correctly
92,98,86,97,36,6,Malfunction,Blood_Pressure_Diastolic
75,110,74,95,38,9,Malfunction,Temperature
111,112,74,96,36,9,Malfunction,Heart_Rate
78,94,68,95,36,5,Not malfunction,parameters are working correctly
77,93,65,100,36,4,Not malfunction,parameters are working correctly
68,113,66,98,37,3,Not malfunction,parameters are working correctly
126,107,69,100,36,10,Malfunction,Heart_Rate
79,104,75,97,39,8,Malfunction,Temperature
116,106,71,98,36,9,Malfunction,Heart_Rate
97,98,71,95,37,1,Not malfunction,parameters are working correctly
71,101,65,85,36,8,Malfunction,Oxygen_Saturation
84,106,85,97,36,9,Malfunction,Blood_Pressure_Diastolic
84,120,69,95,37,4,Not malfunction,parameters are working correctly
71,104,68,95,36,5,Not malfunction,parameters are working correctly
85,119,72,88,36,10,Malfunction,Oxygen_Saturation
81,120,68,100,36,2,Not malfunction,parameters are working correctly
78,104,65,99,39,7,Malfunction,Temperature
89,131,72,97,36,8,Malfunction,Blood_Pressure_Systolic
127,118,62,98,36,10,Malfunction,Heart_Rate
94,95,68,100,37,1,Not malfunction,parameters are working correctly
78,119,68,100,37,1,Not malfunction,parameters are working correctly
68,91,61,98,36,5,Not malfunction,parameters are working correctly
76,99,91,97,36,10,Malfunction,Blood_Pressure_Diastolic
90,102,76,98,37,1,Not malfunction,parameters are working correctly
70,108,70,96,37,2,Not malfunction,parameters are working correctly
113,102,67,97,36,10,Malfunction,Heart_Rate
95,109,74,85,36,8,Malfunction,Oxygen_Saturation
95,116,65,89,36,8,Malfunction,Oxygen_Saturation
76,96,74,88,36,9,Malfunction,Oxygen_Saturation
87,100,63,96,36,4,Not malfunction,parameters are working correctly
76,104,63,95,37,1,Not malfunction,parameters are working correctly
70,114,64,88,36,8,Malfunction,Oxygen_Saturation
71,90,67,99,36,5,Not malfunction,parameters are working correctly
81,117,73,97,36,2,Not malfunction,parameters are working correctly
74,94,77,85,36,9,Malfunction,Oxygen_Saturation
78,118,73,99,36,4,Not malfunction,parameters are working correctly
91,93,90,97,36,9,Malfunction,Blood_Pressure_Diastolic
86,98,66,89,36,8,Malfunction,Oxygen_Saturation
85,97,74,100,36,5,Not malfunction,parameters are working correctly
88,106,62,100,37,3,Not malfunction,parameters are working correctly
88,110,69,98,40,10,Malfunction,Temperature
117,111,76,96,36,7,Malfunction,Heart_Rate
70,107,65,85,36,8,Malfunction,Oxygen_Saturation
72,98,64,96,36,4,Not malfunction,parameters are working correctly
73,105,91,97,36,8,Malfunction,Blood_Pressure_Diastolic
92,115,72,99,36,4,Not malfunction,parameters are working correctly
79,103,60,95,36,2,Not malfunction,parameters are working correctly
68,105,70,98,36,2,Not malfunction,parameters are working correctly
80,107,72,86,36,6,Malfunction,Oxygen_Saturation
78,145,65,97,36,10,Malfunction,Blood_Pressure_Systolic
96,107,73,97,36,2,Not malfunction,parameters are working correctly
80,112,88,98,36,8,Malfunction,Blood_Pressure_Diastolic
61,147,71,97,36,7,Malfunction,Blood_Pressure_Systolic
60,100,67,89,36,8,Malfunction,Oxygen_Saturation
80,118,61,99,36,1,Not malfunction,parameters are working correctly
86,95,66,85,36,10,Malfunction,Oxygen_Saturation
68,117,78,99,37,5,Not malfunction,parameters are working correctly
92,99,75,100,36,2,Not malfunction,parameters are working correctly
81,113,70,96,38,7,Malfunction,Temperature
130,104,67,97,36,10,Malfunction,Heart_Rate
84,108,85,97,36,9,Malfunction,Blood_Pressure_Diastolic
88,108,69,86,36,7,Malfunction,Oxygen_Saturation
67,103,59,89,36,7,Malfunction,Oxygen_Saturation
75,104,73,85,36,8,Malfunction,Oxygen_Saturation
86,112,91,95,36,10,Malfunction,Blood_Pressure_Diastolic
77,99,61,100,36,5,Not malfunction,parameters are working correctly
70,90,73,100,36,3,Not malfunction,parameters are working correctly
113,113,65,96,36,7,Malfunction,Heart_Rate
72,92,72,96,40,9,Malfunction,Temperature
71,134,63,97,36,9,Malfunction,Blood_Pressure_Systolic
128,109,63,97,36,6,Malfunction,Heart_Rate
86,98,73,98,36,5,Not malfunction,parameters are working correctly
73,110,72,85,36,9,Malfunction,Oxygen_Saturation
96,99,88,95,36,8,Malfunction,Blood_Pressure_Diastolic
73,91,74,99,37,4,Not malfunction,parameters are working correctly
130,107,70,98,36,10,Malfunction,Heart_Rate
79,139,63,95,36,7,Malfunction,Blood_Pressure_Systolic
67,90,66,96,37,3,Not malfunction,parameters are working correctly
110,96,66,97,36,10,Malfunction,Heart_Rate
82,92,76,95,36,1,Not malfunction,parameters are working correctly
67,105,88,97,35,6,Malfunction,Blood_Pressure_Diastolic
67,120,71,96,36,3,Not malfunction,parameters are working correctly
66,109,79,99,36,2,Not malfunction,parameters are working correctly
79,100,60,96,37,1,Not malfunction,parameters are working correctly
112,113,73,96,36,6,Malfunction,Heart_Rate
89,112,79,100,37,3,Not malfunction,parameters are working correctly
125,99,73,99,36,8,Malfunction,Heart_Rate
92,116,64,96,39,8,Malfunction,Temperature
68,91,64,95,37,5,Not malfunction,parameters are working correctly
75,118,64,98,36,2,Not malfunction,parameters are working correctly
64,95,78,96,37,4,Not malfunction,parameters are working correctly
82,107,64,99,40,6,Malfunction,Temperature
61,92,78,100,37,2,Not malfunction,parameters are working correctly
94,112,67,86,36,7,Malfunction,Oxygen_Saturation
96,112,62,99,36,5,Not malfunction,parameters are working correctly
119,104,63,100,36,10,Malfunction,Heart_Rate
71,96,74,89,36,10,Malfunction,Oxygen_Saturation
127,101,75,97,36,8,Malfunction,Heart_Rate
67,99,89,98,36,9,Malfunction,Blood_Pressure_Diastolic
64,99,65,95,37,4,Not malfunction,parameters are working correctly
87,94,66,98,36,5,Not malfunction,parameters are working correctly
80,119,62,100,37,2,Not malfunction,parameters are working correctly
76,113,72,99,36,5,Not malfunction,parameters are working correctly
97,120,75,100,37,3,Not malfunction,parameters are working correctly
92,103,63,99,37,5,Not malfunction,parameters are working correctly
68,100,64,99,36,2,Not malfunction,parameters are working correctly
99,114,63,98,39,8,Malfunction,Temperature
99,100,72,98,36,4,Not malfunction,parameters are working correctly
91,110,64,95,36,3,Not malfunction,parameters are working correctly
113,98,73,98,36,9,Malfunction,Heart_Rate
67,91,79,98,36,1,Not malfunction,parameters are working correctly
77,114,78,99,37,4,Not malfunction,parameters are working correctly
110,99,74,96,36,6,Malfunction,Heart_Rate
114,106,74,99,36,10,Malfunction,Heart_Rate
83,110,75,85,36,7,Malfunction,Oxygen_Saturation
124,115,68,97,37,10,Malfunction,Heart_Rate
62,101,61,98,37,5,Not malfunction,parameters are working correctly
95,116,63,96,36,4,Not malfunction,parameters are working correctly
74,113,79,97,37,3,Not malfunction,parameters are working correctly
95,108,76,98,36,5,Not malfunction,parameters are working correctly
75,102,65,98,37,2,Not malfunction,parameters are working correctly
77,115,79,98,37,3,Not malfunction,parameters are working correctly
79,110,66,90,36,6,Malfunction,Oxygen_Saturation
94,114,64,99,36,4,Not malfunction,parameters are working correctly
88,102,76,96,37,2,Not malfunction,parameters are working correctly
110,103,63,98,36,10,Malfunction,Heart_Rate
90,147,73,97,36,9,Malfunction,Blood_Pressure_Systolic
